college_name
"A. P. Shah Institute of Technology, Thane"
"Adarsh Shikshan Prasarak Mandals K. T. Patil College of Engineering and Technology, Osmanabad"
"Aditya Education Trusts Mitthulalji Sarada Polytechnic, Nalwandi Road, Beed"
"Aditya Engineering College , Beed"
"Adsuls Technical Campus, Chas Dist. Ahmednagar"
"Agnel Charities FR. C. Rodrigues Institute of Technology, Vashi, Navi Mumbai"
"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti"
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune"
"Al-Ameen Educational and Medical Foundation, College of Engineering, Koregaon, Bhima"
"Alard Charitable Trusts Alard College of Engineering and Management, Pune"
"Aldel Education Trusts St. John College of Engineering & Management, Vevoor, Palghar"
"All India Shri Shivaji Memorial Society's College of Engineering, Pune"
"All India Shri Shivaji Memorial Societys Institute of Information Technology,Pune"
"Amar Seva Mandals Shree Govindrao Vanjari College of Engineering & Technology, Nagpur"
"Amruta Vaishnavi Education & Welfare Trusts Shatabdi Institute of Engineering & Research, Agaskhind Tal. Sinnar"
"Amrutvahini Sheti & Shikshan Vikas Sansthas Amrutvahini College of Engineering, Sangamner"
"Anantrao Pawar College of Engineering & Research, Pune"
"Anjuman College of Engineering & Technology, Nagpur"
"Anjuman-I-Islams Kalsekar Technical Campus, Panvel"
"Anjuman-I-Islams M.H. Saboo Siddik College of Engineering, Byculla, Mumbai"
"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur"
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli"
"APPASAHEB ALIAS SA.RE.PATIL INSTITUTE OF TECHNOLOGY, Dattanagar Tal-Shirol, Dist Kolhapur"
"Atharva College of Engineering,Malad"
"Aurangabad College of Engineering, Naygaon Savangi, Aurangabad"
"B.R. Harne College of Engineering & Technology, Karav, Tal-Ambernath."
"Bajaj Institute of Technology, Wardha"
"Bansilal Ramnath Agarawal Charitable Trusts Vishwakarma Institute of Technology, Bibwewadi, Pune"
